ID,1st Choice,2nd Choice,3rd Choice,4th Choice,5th Choice,6th Choice,7th Choice,8th Choice,9th Choice,10th Choice,11th Choice,12th Choice,13th Choice,14th Choice,15th Choice,16th Choice,17th Choice,18th Choice,19th Choice ,20th Choice
001001-00-1229,C02,C15,C20,,,,,,,,,,,,,,,,,
001001-00-1233,C09,C18,,,,,,,,,,,,,,,,,,
001001-00-1234,C20,C04,C06,C14,C15,C18,C13,C03,C02,,,,,,,,,,,
001001-00-1235,C09,C14,,,,,,,,,,,,,,,,,,
001001-00-1241,C09,,,,,,,,,,,,,,,,,,,
001001-00-1243,C06,C18,C04,C02,,,,,,,,,,,,,,,,
001001-00-1248,C13,C01,C09,C04,C14,C16,C02,C12,C15,C11,,,,,,,,,,
001001-00-1249,C13,C02,C16,C01,C12,C06,C10,,,,,,,,,,,,,
001001-00-1254,overvote,overvote,overvote,,,,,,,,,,,,,,,,,
001001-00-1257,C19,C01,,,,,,,,,,,,,,,,,,
001001-00-1260,C14,C02,C04,C16,C12,C15,C06,C01,C17,,,,,,,,,,,
001001-00-1261,C18,C06,C16,C10,C20,C04,,,,,,,,,,,,,,
001001-00-1264,C13,C02,C01,C04,C16,C19,C03,C10,,,,,,,,,,,,
001001-00-1265,C20,C04,,,,,,,,,,,,,,,,,,
001001-00-1271,C17,C16,C14,C19,C05,,,,,,,,,,,,,,,
001001-00-1273,C06,C20,C18,,,,,,,,,,,,,,,,,
001001-00-1277,C03,C16,C09,C13,,,,,,,,,,,,,,,,
001001-00-1281,C13,C02,C12,C04,C19,C18,C03,,,,,,,,,,,,,
001001-00-1284,C12,C13,C02,overvote,,,,,,,,,,,,,,,,
001001-00-1287,C12,C06,C18,C20,,,,,,,,,,,,,,,,
001001-00-1290,C12,C06,C18,C20,C04,,,,,,,,,,,,,,,
001001-00-1293,overvote,,,,,,,,,,,,,,,,,,,
001001-00-1295,C18,C06,C12,C20,C10,C01,C08,C14,C03,C11,,,,,,,,,,
001001-00-1297,C12,C06,C18,C10,C13,C01,,,,,,,,,,,,,,
001001-00-1302,C16,C13,C09,C02,C04,C01,C14,C10,C19,,,,,,,,,,,
001001-00-1303,C06,C20,C18,C12,C11,C01,C03,C14,C10,,,,,,,,,,,
001001-00-1306,C09,C13,C02,,,,,,,,,,,,,,,,,
001001-00-1311,C16,C02,C13,C01,C19,C03,C04,,,,,,,,,,,,,
001001-00-1312,C12,C13,C18,C09,C06,,,,,,,,,,,,,,,
001001-00-1315,C15,C02,C04,C16,C11,C13,,,,,,,,,,,,,,
001001-00-1318,C07,,,,,,,,,,,,,,,,,,,
001001-00-1321,C15,C04,C03,C13,overvote,C16,C17,C06,,,,,,,,,,,,
001001-00-1325,C01,C02,C15,C14,C10,C20,C18,C16,,,,,,,,,,,,
001001-00-1327,C08,C09,C13,C02,C01,C16,C06,,,,,,,,,,,,,
001001-00-1331,C06,C20,C18,C12,,,,,,,,,,,,,,,,
001001-00-1334,C15,C06,C16,C18,,,,,,,,,,,,,,,,
001001-00-1338,C02,C13,C18,C06,C04,C16,C12,C20,,,,,,,,,,,,
001001-00-1339,C03,C09,C12,,,,,,,,,,,,,,,,,
001001-00-1344,C06,C20,C12,,,,,,,,,,,,,,,,,
001001-00-1345,C16,C04,C13,C02,C01,C03,C09,C06,,,,,,,,,,,,
001001-00-1348,C13,C02,C18,C06,C12,C04,C15,,,,,,,,,,,,,
001001-00-1353,C06,C12,C13,C15,C16,C18,C20,C02,C04,,,,,,,,,,,
001001-00-1354,C02,C04,C06,C01,C20,C17,C08,,,,,,,,,,,,,
001001-00-1359,C12,C18,C20,C04,C06,,,,,,,,,,,,,,,
001001-00-1362,C16,C04,C13,C15,C02,C01,C03,C09,C06,,,,,,,,,,,
001001-00-1364,C09,C18,C08,,,,,,,,,,,,,,,,,
001001-00-1367,C18,C20,C12,C13,,,,,,,,,,,,,,,,
001001-00-1371,C01,C04,C13,C02,C16,C14,,,,,,,,,,,,,,
001001-00-1373,C12,C06,C18,,,,,,,,,,,,,,,,,
001001-00-1375,C06,C04,,,,,,,,,,,,,,,,,,
001001-00-1378,overvote,,,,,,,,,,,,,,,,,,,
001001-00-1383,C18,C12,C20,C06,C16,C08,,,,,,,,,,,,,,
001001-00-1386,C12,C20,,,,,,,,,,,,,,,,,,
001001-00-1387,C02,C15,C06,C13,C18,,,,,,,,,,,,,,,
001001-00-1390,C16,C15,C04,C06,C18,C02,,,,,,,,,,,,,,
001001-00-1396,C09,C20,C12,,,,,,,,,,,,,,,,,
001001-00-1400,C16,C02,C03,C06,C04,C15,C18,C20,C12,C13,C01,,,,,,,,,
001001-00-1403,C13,C16,C04,C15,C02,C09,,,,,,,,,,,,,,
001001-00-1404,C06,C20,C16,,,,,,,,,,,,,,,,,
001001-00-1408,overvote,C06,,,,,,,,,,,,,,,,,,
001001-00-1411,C01,C04,C06,C02,,,,,,,,,,,,,,,,
001001-00-1414,C06,,,,,,,,,,,,,,,,,,,
001001-00-1416,,,,,,,,,,,,,,,,,,,,
001001-00-1420,C09,C02,C06,,,,,,,,,,,,,,,,,
001001-00-1424,C02,C15,C06,C12,C13,C16,C18,C20,C04,,,,,,,,,,,
001001-00-1426,C15,C16,C13,,,,,,,,,,,,,,,,,
001001-00-1429,C06,C15,C18,C16,C20,C13,C03,,,,,,,,,,,,,
001001-00-1433,C04,C13,C01,,,,,,,,,,,,,,,,,
001001-00-1434,C17,C09,C15,C04,C10,,,,,,,,,,,,,,,
001001-00-1439,C13,C02,C12,C18,C04,C20,C15,C06,C16,,,,,,,,,,,
001001-00-1443,C04,C18,C17,C01,,,,,,,,,,,,,,,,
001001-00-1445,C09,C14,C15,C13,C16,,,,,,,,,,,,,,,
001001-00-1449,C06,C18,C12,C20,,,,,,,,,,,,,,,,
001001-00-1451,C03,C01,C04,C15,C20,C10,,,,,,,,,,,,,,
001001-00-1455,C08,C18,C17,,,,,,,,,,,,,,,,,
001001-00-1457,C12,C06,C20,C18,,,,,,,,,,,,,,,,
001001-00-1462,C04,C02,C06,C16,C12,,,,,,,,,,,,,,,
001001-00-1464,C04,C14,C01,C02,C15,C06,,,,,,,,,,,,,,
001001-00-1467,C09,C13,C02,C16,C01,C04,,,,,,,,,,,,,,
001001-00-1470,C09,C13,C16,,,,,,,,,,,,,,,,,
001001-00-1473,C16,C02,C01,C13,C03,C19,C10,,,,,,,,,,,,,
001001-00-1475,C13,C02,C06,C18,C14,,,,,,,,,,,,,,,
001001-00-1480,C12,C09,C08,C19,C03,C04,C17,overvote,,,,,,,,,,,,
001001-00-1482,C06,C12,C13,,,,,,,,,,,,,,,,,
001001-00-1485,C12,C18,C19,C06,,,,,,,,,,,,,,,,
001001-00-1491,C09,,,,,,,,,,,,,,,,,,,
001001-00-1494,C06,C12,C14,,,,,,,,,,,,,,,,,
001001-00-1496,C15,C02,C16,C13,C10,,,,,,,,,,,,,,,
001001-00-1499,C14,C06,C16,,,,,,,,,,,,,,,,,
001001-00-1501,C09,C02,C14,C01,C13,,,,,,,,,,,,,,,
001001-00-1504,C06,C03,C07,C08,C09,C10,C17,C18,C19,C20,C01,C02,C04,C05,C11,C12,C13,C14,C15,C16
001001-00-1508,C09,C12,C06,,,,,,,,,,,,,,,,,
001001-00-1512,C15,C16,C06,C09,C18,C20,C02,C12,,,,,,,,,,,,
001001-00-1515,C12,C06,C18,C20,,,,,,,,,,,,,,,,
001001-00-1518,C12,C06,C18,C04,C20,,,,,,,,,,,,,,,
001001-00-1521,C18,C02,C06,C13,,,,,,,,,,,,,,,,
001001-00-1523,C18,C02,C06,C13,C12,C10,C16,,,,,,,,,,,,,
001001-00-1527,C12,C18,C06,C20,,,,,,,,,,,,,,,,
001001-00-1528,C19,C17,C01,,,,,,,,,,,,,,,,,
001001-00-1532,C06,C12,C20,C18,,,,,,,,,,,,,,,,
001001-00-1536,C18,C09,C06,C11,C20,C15,,,,,,,,,,,,,,
001001-00-1539,overvote,,,,,,,,,,,,,,,,,,,
001001-00-1541,C09,C14,C10,C01,C02,C13,C06,,,,,,,,,,,,,
001001-00-1544,C09,C19,C14,C12,C11,C02,C05,C16,C08,C01,C18,C03,C07,C10,C04,C06,C20,C17,C13,C15
001001-00-1548,C09,,,,,,,,,,,,,,,,,,,
001001-00-1552,C11,C16,C01,C13,C02,C03,C19,C10,,,,,,,,,,,,
001001-00-1553,C13,C02,C18,C10,C20,C01,,,,,,,,,,,,,,
001001-00-1557,C16,C15,C04,,,,,,,,,,,,,,,,,
001001-00-1561,C01,C06,C13,C04,C02,C15,C16,C18,,,,,,,,,,,,
001001-00-1562,C01,C03,C06,C08,C12,C18,C10,C11,C14,C20,,,,,,,,,,
001001-00-1566,C06,,,,,,,,,,,,,,,,,,,
001001-00-1570,C01,C02,C13,C14,C16,C10,,,,,,,,,,,,,,
001001-00-1571,C13,C01,C04,C12,C03,C02,C05,C06,C07,C08,C09,C10,C11,C15,C16,C17,C18,C19,C20,C14
001001-00-1575,C20,C13,C12,C03,,,,,,,,,,,,,,,,
001001-00-1578,C13,C12,C20,,,,,,,,,,,,,,,,,
001001-00-1581,C15,C02,C10,C16,C11,,,,,,,,,,,,,,,
001001-00-1584,C06,C18,,,,,,,,,,,,,,,,,,
001001-00-1587,,,,,,,,,,,,,,,,,,,,
001001-00-1591,C03,C15,C16,C04,C10,C13,C19,C02,C08,C07,,,,,,,,,,
001001-00-1593,C18,C20,C06,C04,C15,C12,C13,C14,C17,,,,,,,,,,,
001001-00-1597,C06,C12,C18,,,,,,,,,,,,,,,,,
001001-00-1600,C15,C16,C18,C04,C06,C12,C20,C02,C13,,,,,,,,,,,
001001-00-1601,C02,C04,C01,C20,C12,C06,,,,,,,,,,,,,,
001001-00-1606,C14,C18,C06,C20,,,,,,,,,,,,,,,,
001001-00-1607,C18,C06,C13,C08,,,,,,,,,,,,,,,,
001001-00-1610,C02,C15,C13,,,,,,,,,,,,,,,,,
001001-00-1613,C03,C15,,,,,,,,,,,,,,,,,,
001001-00-1618,C03,,,,,,,,,,,,,,,,,,,
001001-00-1621,C15,C16,C18,C20,C02,C04,C06,C12,C13,,,,,,,,,,,
001001-00-1622,C06,C04,C01,C02,C14,C12,,,,,,,,,,,,,,
001001-00-1627,C15,C06,C18,C11,C02,C04,C13,,,,,,,,,,,,,
001001-00-1628,C01,C20,C06,C12,C02,C18,C15,C04,C08,C16,C14,C07,C17,C19,C05,C13,C09,C10,C03,C11
001001-00-1632,overvote,,,,,,,,,,,,,,,,,,,
001001-00-1636,C03,C06,C15,C04,C02,C18,C16,C13,C12,,,,,,,,,,,
001001-00-1638,C09,C04,C16,,,,,,,,,,,,,,,,,
001001-00-1640,C15,C16,,,,,,,,,,,,,,,,,,
001001-00-1643,C15,C16,C12,,,,,,,,,,,,,,,,,
001001-00-1648,C18,C20,C06,C12,C03,C04,C02,C16,C13,C15,,,,,,,,,,
001001-00-1651,C20,C06,C08,C13,C17,,,,,,,,,,,,,,,
001001-00-1653,C06,C20,C18,C12,C16,,,,,,,,,,,,,,,
001001-00-1657,overvote,,,,,,,,,,,,,,,,,,,
001001-00-1658,C06,C15,C16,C02,C18,C20,C04,C12,C13,C17,C19,C01,C03,,,,,,,
001001-00-1662,C06,C18,C12,C20,C01,C19,C17,C16,C15,C14,C13,C11,C10,C09,C08,C07,C05,C04,C03,C02
001001-00-1666,C06,C09,C10,C15,,,,,,,,,,,,,,,,
001001-00-1669,C06,C20,C18,,,,,,,,,,,,,,,,,
001001-00-1670,C09,C13,C06,C11,C02,C04,,,,,,,,,,,,,,
001001-00-1675,C09,C11,C13,C02,C05,C04,C18,C06,C12,,,,,,,,,,,
001001-00-1677,C20,overvote,C06,C04,C18,overvote,C16,C12,C02,C01,,,,,,,,,,
001001-00-1680,C06,C20,C15,C18,C13,,,,,,,,,,,,,,,
001001-00-1683,C18,,,,,,,,,,,,,,,,,,,
001001-00-1686,C15,C14,C12,C11,C09,C06,,,,,,,,,,,,,,
001001-00-1687,C17,C15,C07,C10,,,,,,,,,,,,,,,,
001001-00-1691,C01,,,,,,,,,,,,,,,,,,,
001001-00-1695,C09,C12,C02,C17,C04,C03,C16,C13,,,,,,,,,,,,
001001-00-1698,C02,C04,C12,C19,C16,C13,,,,,,,,,,,,,,
001001-00-1701,C15,C18,C20,C04,C06,C12,C13,C01,C02,C03,C08,C10,C09,C07,C14,C17,C05,C19,C11,C16
001001-00-1703,C04,C02,C06,C12,C13,,,,,,,,,,,,,,,
001001-00-1706,C12,,,,,,,,,,,,,,,,,,,
001001-00-1710,C14,C18,C02,,,,,,,,,,,,,,,,,
001001-00-1711,C13,C01,C09,C04,C18,C17,C14,C03,,,,,,,,,,,,
001001-00-1715,C12,C06,C09,C18,C20,,,,,,,,,,,,,,,
001001-00-1719,C13,C12,C06,C04,C02,C20,C19,C18,,,,,,,,,,,,
001001-00-1721,overvote,overvote,,,,,,,,,,,,,,,,,,
001001-00-1725,C12,C20,C01,C08,C09,C18,C04,C02,,,,,,,,,,,,
001001-00-1727,C06,C12,C20,C18,,,,,,,,,,,,,,,,
001001-00-1729,C12,C10,C05,C06,,,,,,,,,,,,,,,,
001001-00-1733,C04,C09,,,,,,,,,,,,,,,,,,
001001-00-1737,C02,C06,C04,C12,C18,C10,,,,,,,,,,,,,,
001001-00-1739,C09,C14,C13,C16,C04,C03,,,,,,,,,,,,,,
001001-00-1742,C16,C15,C06,C02,C05,C08,C09,C10,C17,C19,,,,,,,,,,
001001-00-1746,C02,C06,C01,C03,C10,,,,,,,,,,,,,,,
001001-00-1747,C18,,,,,,,,,,,,,,,,,,,
001001-00-1751,C06,C12,C20,,,,,,,,,,,,,,,,,
001001-00-1754,C04,C01,C06,C02,,,,,,,,,,,,,,,,
001001-00-1756,C04,C01,C02,C06,C16,,,,,,,,,,,,,,,
001001-00-1760,C02,C06,C13,C16,C15,C18,C01,C04,C10,,,,,,,,,,,
001001-00-1762,C02,C06,C13,C16,C15,C18,C01,C04,C10,,,,,,,,,,,
001001-00-1765,C02,C10,C04,C06,C01,C14,C09,C16,C18,,,,,,,,,,,
001001-00-1769,C02,C04,C06,C18,C12,,,,,,,,,,,,,,,
001001-00-1771,C01,C04,C02,C06,C18,,,,,,,,,,,,,,,
001001-00-1776,C13,C12,C16,C10,C05,C04,C19,C02,C08,C11,C17,C14,C09,C07,C06,C03,C01,C20,C18,
001001-00-1779,C02,C06,C12,C13,C20,,,,,,,,,,,,,,,
001001-00-1781,C02,C12,C04,C06,C15,C16,,,,,,,,,,,,,,
001001-00-1784,C06,C15,,,,,,,,,,,,,,,,,,
001001-00-1787,C19,C02,C01,C16,C15,C04,C13,C10,C03,C12,C18,,,,,,,,,
001001-00-1790,C15,C16,C17,C18,C06,C04,C05,C02,C03,C01,C19,C20,C14,C13,C12,C10,C11,C09,C07,C08
001001-00-1794,C09,C14,C01,,,,,,,,,,,,,,,,,
001001-00-1797,C20,C04,C06,,,,,,,,,,,,,,,,,
001001-00-1800,C06,C18,C12,C20,,,,,,,,,,,,,,,,
001001-00-1802,C04,C02,C17,C12,,,,,,,,,,,,,,,,
001001-00-1806,C03,C02,C06,C18,C13,C19,C12,C16,,,,,,,,,,,,
001001-00-1807,C06,C20,,,,,,,,,,,,,,,,,,
001001-00-1811,C16,C04,C03,C15,C17,,,,,,,,,,,,,,,
001001-00-1814,C17,C04,C14,C02,C13,C01,,,,,,,,,,,,,,
001001-00-1817,C04,C15,C18,C20,C13,C10,C09,C08,C07,C06,C17,C02,C01,C19,,,,,,
001001-00-1820,C06,C18,C01,C04,,,,,,,,,,,,,,,,
001001-00-1822,C12,C18,C06,C20,,,,,,,,,,,,,,,,
001001-00-1826,C09,C14,,,,,,,,,,,,,,,,,,
001001-00-1829,C01,C06,C12,C20,C18,,,,,,,,,,,,,,,
001001-00-1831,overvote,,,,,,,,,,,,,,,,,,,
001001-00-1836,C02,C01,C09,C14,C13,C04,C12,C16,,,,,,,,,,,,
001001-00-1838,C19,C20,C08,,,,,,,,,,,,,,,,,
001001-00-1841,C06,C15,C18,,,,,,,,,,,,,,,,,
001001-00-1843,C11,C15,C16,,,,,,,,,,,,,,,,,
001001-00-1848,C17,C05,C14,C08,,,,,,,,,,,,,,,,
001001-00-1849,C02,C16,C09,,,,,,,,,,,,,,,,,
001001-00-1852,C13,C09,C04,C16,C02,C06,C20,C18,C15,,,,,,,,,,,
001001-00-1855,C18,C06,C20,C16,C12,C13,,,,,,,,,,,,,,
001001-00-1858,C02,C16,C09,,,,,,,,,,,,,,,,,
001001-00-1861,C09,C13,,,,,,,,,,,,,,,,,,
001001-00-1865,C06,C12,,,,,,,,,,,,,,,,,,
001001-00-1868,C09,C06,C12,C18,C01,C03,C13,,,,,,,,,,,,,
001001-00-1871,C09,C06,C12,C18,C01,C14,C13,,,,,,,,,,,,,
001001-00-1874,C04,C13,C16,C15,C09,C02,C20,C18,C08,C03,C10,C14,C19,C06,C05,C01,C17,C07,C12,C11
001001-00-1878,C02,C06,C18,C20,,,,,,,,,,,,,,,,
001001-00-1879,C02,C13,C01,C04,C18,C19,C10,C12,C16,C03,,,,,,,,,,
001001-00-1883,C12,,,,,,,,,,,,,,,,,,,
001001-00-1886,C12,C04,,,,,,,,,,,,,,,,,,
001001-00-1890,C16,C04,C02,C01,C13,,,,,,,,,,,,,,,
001001-00-1891,C01,,,,,,,,,,,,,,,,,,,
001001-00-1894,C03,C13,C16,C04,C02,C07,,,,,,,,,,,,,,
001001-00-1898,C19,C12,,,,,,,,,,,,,,,,,,
001001-00-1902,C06,C12,C18,C20,,,,,,,,,,,,,,,,
001001-00-1903,C06,,,,,,,,,,,,,,,,,,,
001001-00-1907,C16,C04,C13,C15,C17,C02,C01,,,,,,,,,,,,,
001001-00-1910,C16,,,,,,,,,,,,,,,,,,,
001001-00-1912,C03,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C01,C02
001001-00-1915,C09,,,,,,,,,,,,,,,,,,,
001001-00-1919,C18,C12,C06,C13,C14,overvote,C04,,,,,,,,,,,,,
001001-00-1922,C09,C04,C02,C01,C16,C13,C18,C20,C06,,,,,,,,,,,
001001-00-1925,C04,C20,C10,C12,C06,C14,C01,C18,C03,C08,,,,,,,,,,
001001-00-1928,C09,C14,C06,C02,,,,,,,,,,,,,,,,
001001-00-1931,C06,C09,C18,C01,C20,,,,,,,,,,,,,,,
001001-00-1935,C17,,,,,,,,,,,,,,,,,,,
001001-00-1936,C04,C15,C02,C17,C09,C14,,,,,,,,,,,,,,
001001-00-1941,C06,C04,,,,,,,,,,,,,,,,,,
001001-00-1943,C04,C09,,,,,,,,,,,,,,,,,,
001001-00-1946,C06,C13,C18,C04,C15,C20,C02,,,,,,,,,,,,,
001001-00-1948,C18,C06,C09,,,,,,,,,,,,,,,,,
001001-00-1952,C15,C03,C09,C13,C06,C20,,,,,,,,,,,,,,
001001-00-1955,C09,C01,C02,,,,,,,,,,,,,,,,,
001001-00-1957,C06,C12,C18,C09,C16,C02,C04,,,,,,,,,,,,,
001001-00-1960,C06,,,,,,,,,,,,,,,,,,,
001001-00-1965,,,,,,,,,,,,,,,,,,,,
001001-00-1966,C16,C04,C11,C09,C13,C01,,,,,,,,,,,,,,
001001-00-1971,,,,,,,,,,,,,,,,,,,,
001001-00-1974,C14,C01,C02,C04,C06,C13,C12,C15,,,,,,,,,,,,
001001-00-1977,C16,C04,C13,C15,C19,C01,C17,C09,,,,,,,,,,,,
001001-00-1978,C20,C06,,,,,,,,,,,,,,,,,,
001001-00-1983,C04,C16,C06,C09,C14,,,,,,,,,,,,,,,
001001-00-1985,C13,C06,C09,C04,,,,,,,,,,,,,,,,
001001-00-1987,C01,C02,C06,C12,C13,C16,C18,,,,,,,,,,,,,
001001-00-1991,C06,C12,C20,C18,C10,,,,,,,,,,,,,,,
001001-00-1994,C01,C06,C12,C13,C18,C20,,,,,,,,,,,,,,
001001-00-1997,C09,C06,C10,C18,,,,,,,,,,,,,,,,
001001-00-2000,C01,C06,C12,C13,C18,C20,,,,,,,,,,,,,,
001001-00-2003,C06,C12,C18,C20,,,,,,,,,,,,,,,,
001001-00-2007,C15,,,,,,,,,,,,,,,,,,,
001001-00-2009,C18,C12,C09,C06,C13,,,,,,,,,,,,,,,
001001-00-2013,C15,C18,C13,,,,,,,,,,,,,,,,,
001001-00-2014,C02,C04,C06,,,,,,,,,,,,,,,,,
001001-00-2018,C06,C12,C20,C18,C08,,,,,,,,,,,,,,,
001001-00-2020,C09,C02,C14,,,,,,,,,,,,,,,,,
001001-00-2025,C18,C09,C12,C03,C17,,,,,,,,,,,,,,,
001001-00-2028,C01,C04,C16,C13,C15,C02,,,,,,,,,,,,,,
001001-00-2029,C18,C06,C12,C20,C04,C16,C13,C02,C15,C09,,,,,,,,,,
001001-00-2032,C13,C04,C06,C16,C18,C12,,,,,,,,,,,,,,
001001-00-2037,C02,C13,C01,C16,C06,C04,C10,,,,,,,,,,,,,
001001-00-2039,C18,C06,C12,C20,C13,C15,C16,C04,C02,,,,,,,,,,,
001001-00-2042,C06,C20,C13,C12,C17,C11,,,,,,,,,,,,,,
001001-00-2046,C06,C02,,,,,,,,,,,,,,,,,,
001001-00-2048,C06,C02,C18,C12,C13,C16,C20,C04,,,,,,,,,,,,
001001-00-2051,C01,C02,C12,C06,C07,C08,C09,,,,,,,,,,,,,
001001-00-2055,C10,,,,,,,,,,,,,,,,,,,
001001-00-2057,C04,C17,C12,C14,C16,C19,C09,C02,,,,,,,,,,,,
001001-00-2059,C06,C18,C02,,,,,,,,,,,,,,,,,
001001-00-2064,C02,C14,C13,C04,C18,C15,,,,,,,,,,,,,,
001001-00-2066,C09,,,,,,,,,,,,,,,,,,,
001001-00-2068,C06,C12,C20,C18,,,,,,,,,,,,,,,,
001001-00-2072,C03,C16,,,,,,,,,,,,,,,,,,
001001-00-2076,C09,,,,,,,,,,,,,,,,,,,
001001-00-2078,C16,C15,C06,C04,C20,C02,C12,C13,C18,C01,C11,C10,C09,C08,C07,C05,,,,
001001-00-2081,C02,,,,,,,,,,,,,,,,,,,
001001-00-2085,C06,C09,C12,C04,C02,C01,C18,C16,C20,C13,,,,,,,,,,
001001-00-2087,C04,C06,C15,C02,C13,C12,C16,C18,C20,C09,C10,,,,,,,,,
001001-00-2090,C11,C09,C05,,,,,,,,,,,,,,,,,
001001-00-2093,C04,C14,C09,,,,,,,,,,,,,,,,,
001001-00-2096,C06,C07,C08,C09,C16,C17,,,,,,,,,,,,,,
001001-00-2098,,,,,,,,,,,,,,,,,,,,
001001-00-2100,,,,,,,,,,,,,,,,,,,,
001001-00-2106,C18,C20,C12,C06,C04,C16,C15,C13,,,,,,,,,,,,
001001-00-2110,C03,C14,C15,,,,,,,,,,,,,,,,,
001001-00-2115,C17,C02,C16,,,,,,,,,,,,,,,,,
001001-00-2118,C09,C04,C13,C18,C02,,,,,,,,,,,,,,,
001001-00-2120,C06,C12,C20,C18,C09,,,,,,,,,,,,,,,
001001-00-2123,C13,C02,C09,C03,C15,,,,,,,,,,,,,,,
001001-00-2124,C13,C02,C09,C03,C15,,,,,,,,,,,,,,,
001001-00-2128,,,,,,,,,,,,,,,,,,,,
001001-00-2130,C13,C02,C18,,,,,,,,,,,,,,,,,
001001-00-2134,C03,C13,C19,C16,C18,C11,,,,,,,,,,,,,,
001001-00-2136,C06,C12,C18,C09,,,,,,,,,,,,,,,,
001001-00-2140,overvote,,,,,,,,,,,,,,,,,,,
001001-00-2142,C15,C06,C16,C02,C04,,,,,,,,,,,,,,,
001001-00-2145,C15,C16,C02,C04,C06,C12,C13,C01,C20,C18,C17,C19,C03,C05,C07,C08,C09,C10,C11,C14
001001-00-2148,C16,C19,C04,C13,C14,C15,C02,C20,C05,,,,,,,,,,,
001001-00-2151,C18,C12,C07,,,,,,,,,,,,,,,,,
001001-00-2153,C09,C17,C14,C13,C15,,,,,,,,,,,,,,,
001001-00-2158,,,,,,,,,,,,,,,,,,,,
001001-00-2161,C04,C16,C13,C15,C09,C02,,,,,,,,,,,,,,
001001-00-2163,C12,C09,C03,C02,C20,C06,C13,C15,,,,,,,,,,,,
001001-00-2167,C15,C16,C06,C04,,,,,,,,,,,,,,,,
001001-00-2169,C09,C20,C18,C06,,,,,,,,,,,,,,,,
001001-00-2173,C06,C14,C12,C02,,,,,,,,,,,,,,,,
001001-00-2177,C06,C18,,,,,,,,,,,,,,,,,,
001001-00-2181,C15,C16,C04,C03,C02,C12,C18,C20,C08,,,,,,,,,,,
001001-00-2183,C13,C06,C07,,,,,,,,,,,,,,,,,
001001-00-2185,C16,C04,,,,,,,,,,,,,,,,,,
001001-00-2190,C16,C15,C04,C02,C10,C20,C06,C13,C12,C14,,,,,,,,,,
001001-00-2192,overvote,overvote,overvote,overvote,,,,,,,,,,,,,,,,
001001-00-2195,C13,C04,C15,C02,C14,,,,,,,,,,,,,,,
001001-00-2197,C06,C18,C12,C20,C09,,,,,,,,,,,,,,,
001001-00-2200,C13,C09,C02,C04,C14,C10,C06,C15,C12,C20,,,,,,,,,,
001001-00-2205,C13,C02,C01,C16,C12,C06,,,,,,,,,,,,,,
001001-00-2206,C10,C13,C15,C16,C18,C20,C02,C04,C06,,,,,,,,,,,
001001-00-2210,C13,C09,C02,C04,C14,C10,C06,C15,C12,C20,,,,,,,,,,
001001-00-2213,C04,C05,C01,C12,C20,C10,C06,,,,,,,,,,,,,
001001-00-2216,C18,C20,C06,C04,C01,C13,C16,C15,C19,C10,C07,C08,C09,C11,,,,,,
001001-00-2220,C13,C04,C02,C03,C16,C10,,,,,,,,,,,,,,
001001-00-2222,C03,C08,C09,C15,C01,C11,C10,,,,,,,,,,,,,
001001-00-2225,C15,C02,C06,,,,,,,,,,,,,,,,,
001001-00-2229,C13,C10,C06,C12,C04,,,,,,,,,,,,,,,
001001-00-2231,C16,C02,C17,,,,,,,,,,,,,,,,,
001001-00-2233,C13,C03,C01,C09,C14,,,,,,,,,,,,,,,
001001-00-2238,C09,C04,C15,C18,,,,,,,,,,,,,,,,
001001-00-2239,C16,C15,C06,,,,,,,,,,,,,,,,,
001001-00-2243,C06,C16,C11,C10,C09,C08,C07,C05,C03,C01,C19,,,,,,,,,
001001-00-2247,C06,,,,,,,,,,,,,,,,,,,
001001-00-2248,C06,C12,C02,C13,,,,,,,,,,,,,,,,
001001-00-2251,C06,C12,C02,C13,,,,,,,,,,,,,,,,
001001-00-2254,C09,C14,C01,,,,,,,,,,,,,,,,,
001001-00-2258,C09,C18,C15,,,,,,,,,,,,,,,,,
001001-00-2260,C15,,,,,,,,,,,,,,,,,,,
001001-00-2265,C18,C16,C15,C06,C04,C12,C13,C02,C03,,,,,,,,,,,
001001-00-2267,C11,C01,C09,C02,C18,C10,C16,,,,,,,,,,,,,
001001-00-2270,C02,C10,C15,C16,,,,,,,,,,,,,,,,
001001-00-2273,C13,C07,C15,C02,C16,C12,,,,,,,,,,,,,,
001001-00-2276,C06,C12,C13,C04,C20,C18,C16,C15,C01,,,,,,,,,,,
001001-00-2279,C06,C04,C13,C12,C18,C03,C20,C11,C14,C15,C19,C17,C01,C02,C05,C08,C16,C09,C10,
001001-00-2282,C06,C13,C18,C19,C20,C03,C12,C04,C16,C02,,,,,,,,,,
001001-00-2285,C02,C06,C18,C20,C04,C12,C13,C16,C09,,,,,,,,,,,
001001-00-2289,C04,,,,,,,,,,,,,,,,,,,
001001-00-2292,C17,C13,C19,C09,C14,C03,C06,C02,,,,,,,,,,,,
001001-00-2294,C06,C18,C12,C20,,,,,,,,,,,,,,,,
001001-00-2297,C06,C18,C12,C20,,,,,,,,,,,,,,,,
001001-00-2301,C15,C16,C06,C02,C20,C04,C12,C18,C10,,,,,,,,,,,
